redundancy_group_id	representative_term_id	representative_term_name	member_term_ids	member_count	condition	FSF_region	selection_basis
GR_DES_Highly_Stable_0143	GO:0051963	regulation of synapse assembly	GO:0051963	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0144	GO:0052040	symbiont-mediated perturbation of host programmed cell death	GO:0052040	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0145	GO:0055114	obsolete oxidation-reduction process	GO:0055114	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0146	GO:0003015	heart process	GO:0003015;GO:0060047	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0147	GO:0060048	cardiac muscle contraction	GO:0060048	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0148	GO:0060316	obsolete positive regulation of ryanodine-sensitive calcium-release channel activity	GO:0060316	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0149	GO:0060644	mammary gland epithelial cell differentiation	GO:0060644	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0150	GO:0044391	ribosomal subunit	GO:0000786;GO:0005575;GO:0005681;GO:0005684;GO:0015934;GO:0015935;GO:0016469;GO:0022625;GO:0022627;GO:0030532;GO:0030964;GO:0031261;GO:0032991;GO:0032993;GO:0033177;GO:0033178;GO:0044391;GO:0045259;GO:0045271;GO:0045275;GO:0045277;GO:0061695;GO:0070069;GO:0071013;GO:0098798;GO:0098800;GO:0098803;GO:0120114;GO:1902494;GO:1990204;GO:1990234;GO:1990904	32	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0151	GO:0070182	DNA polymerase binding	GO:0070182	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0152	GO:0070469	obsolete respirasome	GO:0070469	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0153	GO:0015985	energy coupled proton transport, down electrochemical gradient	GO:0015985;GO:0070588;GO:1902600	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0154	GO:0072599	establishment of protein localization to endoplasmic reticulum	GO:0006605;GO:0006612;GO:0006613;GO:0006614;GO:0033365;GO:0045047;GO:0070972;GO:0072594;GO:0072599;GO:0072657;GO:0090150	11	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0155	GO:0071286	cellular response to magnesium ion	GO:0071286	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0156	GO:0070671	response to interleukin-12	GO:0070671;GO:0071349	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0157	GO:0002181	cytoplasmic translation	GO:0000070;GO:0000082;GO:0000184;GO:0000226;GO:0000278;GO:0000280;GO:0000281;GO:0000375;GO:0000377;GO:0000398;GO:0000715;GO:0000723;GO:0000724;GO:0000725;GO:0000819;GO:0000910;GO:0000956;GO:0001516;GO:0002181;GO:0003006;GO:0006026;GO:0006030;GO:0006032;GO:0006040;GO:0006091;GO:0006119;GO:0006122;GO:0006123;GO:0006139;GO:0006163;GO:0006259;GO:0006260;GO:0006261;GO:0006270;GO:0006271;GO:0006277;GO:0006281;GO:0006283;GO:0006289;GO:0006302;GO:0006304;GO:0006323;GO:0006325;GO:0006342;GO:0006351;GO:0006355;GO:0006366;GO:0006396;GO:0006397;GO:0006399;GO:0006401;GO:0006402;GO:0006412;GO:0006413;GO:0006418;GO:0006457;GO:0006464;GO:0006497;GO:0006511;GO:0006518;GO:0006575;GO:0006629;GO:0006631;GO:0006633;GO:0006636;GO:0006690;GO:0006692;GO:0006693;GO:0006694;GO:0006714;GO:0006720;GO:0006721;GO:0006749;GO:0006753;GO:0006754;GO:0006790;GO:0006805;GO:0006888;GO:0006906;GO:0006914;GO:0006974;GO:0006996;GO:0007010;GO:0007034;GO:0007041;GO:0007049;GO:0007051;GO:0007052;GO:0007059;GO:0007127;GO:0007129;GO:0007143;GO:0007154;GO:0007267;GO:0007268;GO:0007269;GO:0007276;GO:0007277;GO:0007281;GO:0007292;GO:0007307;GO:0008033;GO:0008150;GO:0008152;GO:0008202;GO:0008299;GO:0008380;GO:0009056;GO:0009060;GO:0009072;GO:0009117;GO:0009123;GO:0009124;GO:0009126;GO:0009127;GO:0009141;GO:0009142;GO:0009144;GO:0009145;GO:0009150;GO:0009156;GO:0009167;GO:0009168;GO:0009201;GO:0009205;GO:0009206;GO:0009259;GO:0009308;GO:0009407;GO:0009410;GO:0009451;GO:0009636;GO:0009890;GO:0009893;GO:0009894;GO:0009987;GO:0009994;GO:0010467;GO:0010468;GO:0010498;GO:0010506;GO:0010507;GO:0010556;GO:0010558;GO:0010604;GO:0010605;GO:0010629;GO:0010644;GO:0015980;GO:0015986;GO:0016050;GO:0016052;GO:0016070;GO:0016071;GO:0016192;GO:0016197;GO:0016579;GO:0017144;GO:0017148;GO:0018410;GO:0019219;GO:0019222;GO:0019538;GO:0019637;GO:0019646;GO:0019693;GO:0019752;GO:0019853;GO:0019941;GO:0019953;GO:0022402;GO:0022411;GO:0022412;GO:0022616;GO:0022900;GO:0022904;GO:0023052;GO:0023061;GO:0030163;GO:0030261;GO:0031123;GO:0032200;GO:0032386;GO:0032388;GO:0032392;GO:0032446;GO:0032774;GO:0032787;GO:0033059;GO:0033206;GO:0033260;GO:0033554;GO:0033559;GO:0034654;GO:0034655;GO:0034976;GO:0035634;GO:0036211;GO:0036465;GO:0036503;GO:0040038;GO:0042157;GO:0042158;GO:0042440;GO:0042737;GO:0042773;GO:0042775;GO:0042776;GO:0043038;GO:0043039;GO:0043043;GO:0043161;GO:0043170;GO:0043412;GO:0043414;GO:0043436;GO:0043624;GO:0043632;GO:0043687;GO:0043933;GO:0044087;GO:0044238;GO:0044257;GO:0044267;GO:0044281;GO:0044283;GO:0044770;GO:0044772;GO:0044786;GO:0044839;GO:0044843;GO:0045132;GO:0045143;GO:0045333;GO:0045540;GO:0045814;GO:0045893;GO:0045934;GO:0045943;GO:0046034;GO:0046148;GO:0046348;GO:0046394;GO:0046456;GO:0046457;GO:0046907;GO:0048193;GO:0048284;GO:0048285;GO:0048477;GO:0048489;GO:0048518;GO:0048522;GO:0048609;GO:0050427;GO:0050789;GO:0050794;GO:0051049;GO:0051052;GO:0051231;GO:0051252;GO:0051253;GO:0051254;GO:0051256;GO:0051276;GO:0051301;GO:0051321;GO:0051597;GO:0051648;GO:0051649;GO:0051650;GO:0051716;GO:0051923;GO:0055086;GO:0060255;GO:0060341;GO:0060627;GO:0061640;GO:0061919;GO:0061982;GO:0065007;GO:0070192;GO:0070646;GO:0070647;GO:0070911;GO:0070914;GO:0071103;GO:0071466;GO:0071897;GO:0072330;GO:0072521;GO:0080090;GO:0090181;GO:0090304;GO:0097237;GO:0097479;GO:0097480;GO:0098754;GO:0098813;GO:0098869;GO:0098916;GO:0099003;GO:0099504;GO:0099536;GO:0099537;GO:0099643;GO:0106118;GO:0140013;GO:0140014;GO:1901072;GO:1901568;GO:1901570;GO:1902680;GO:1902850;GO:1902930;GO:1902969;GO:1903046;GO:1903047;GO:1990748;GO:2001141	320	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0158	GO:0071482	cellular response to light stimulus	GO:0071482	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0159	GO:0071704	obsolete organic substance metabolic process	GO:0071704	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0160	GO:0072425	mitotic G2 DNA damage checkpoint signaling	GO:0072425	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0161	GO:0072555	obsolete 17-beta-ketosteroid reductase (NADPH) activity	GO:0072555	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0162	GO:0097659	obsolete nucleic acid-templated transcription	GO:0097659	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0163	GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane	GO:0098554;GO:0098556	2	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0164	GO:0099178	regulation of retrograde trans-synaptic signaling by endocanabinoid	GO:0099178	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0165	GO:0003735	structural constituent of ribosome	GO:0003674;GO:0003735;GO:0003954;GO:0004129;GO:0004667;GO:0004784;GO:0004812;GO:0005198;GO:0005488;GO:0008121;GO:0009055;GO:0015037;GO:0015078;GO:0016209;GO:0016491;GO:0016614;GO:0016616;GO:0016651;GO:0016655;GO:0016672;GO:0016675;GO:0016679;GO:0016684;GO:0016721;GO:0016853;GO:0016860;GO:0016874;GO:0016875;GO:0030527;GO:0030613;GO:0030614;GO:0033764;GO:0045174;GO:0046873;GO:0046933;GO:0050610;GO:0072582;GO:0140096;GO:0140097;GO:0140098;GO:0140101;GO:0140110	42	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0166	GO:1901071	obsolete glucosamine-containing compound metabolic process	GO:1901071	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0167	GO:1901360	obsolete organic cyclic compound metabolic process	GO:1901360	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0168	GO:1901361	obsolete organic cyclic compound catabolic process	GO:1901361	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0169	GO:1901564	obsolete organonitrogen compound metabolic process	GO:1901564	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0170	GO:1901566	obsolete organonitrogen compound biosynthetic process	GO:1901566	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0171	GO:1901575	obsolete organic substance catabolic process	GO:1901575	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0172	GO:1901685	obsolete glutathione derivative metabolic process	GO:1901685	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0173	GO:1901687	glutathione derivative biosynthetic process	GO:1901687	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0174	GO:1903506	obsolete regulation of nucleic acid-templated transcription	GO:1903506	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0175	GO:1903508	obsolete positive regulation of nucleic acid-templated transcription	GO:1903508	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0176	GO:1903818	positive regulation of voltage-gated potassium channel activity	GO:1903818	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0177	GO:1904400	response to Thyroid stimulating hormone	GO:1904400;GO:1904401;GO:1904588	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0178	GO:2000112	obsolete regulation of cellular macromolecule biosynthetic process	GO:2000112	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0179	GO:2000113	obsolete negative regulation of cellular macromolecule biosynthetic process	GO:2000113	1	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0180	GO:1905937	negative regulation of germ cell proliferation	GO:1905937;GO:2000254;GO:2000255	3	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Highly_Stable_0181	GO:0000075	cell cycle checkpoint signaling	GO:0000075;GO:0000076;GO:0007088;GO:0010564;GO:0010948;GO:0010965;GO:0030071;GO:0031570;GO:0044088;GO:0045786;GO:0045930;GO:0051783;GO:0051985;GO:1901987;GO:1901988;GO:1901990;GO:1901991;GO:1902099;GO:1902750;GO:1905818;GO:2000785	21	DES	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0001	GO:0000904	obsolete cell morphogenesis involved in differentiation	GO:0000904	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0002	GO:0001501	skeletal system development	GO:0001501;GO:0007424;GO:0035272;GO:0048736;GO:0055123;GO:0060541;GO:0072359	7	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0003	GO:0005912	adherens junction	GO:0005912;GO:0005913	2	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0004	GO:0006928	obsolete movement of cell or subcellular component	GO:0006928	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0005	GO:0040011	locomotion	GO:0006935;GO:0040011;GO:0042330	3	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0006	GO:0008038	neuron recognition	GO:0007155;GO:0007156;GO:0008037;GO:0008038;GO:0048870;GO:0051674;GO:0098609	7	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0007	GO:0007409	axonogenesis	GO:0007409	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0008	GO:0035239	tube morphogenesis	GO:0002009;GO:0009887;GO:0035107;GO:0035239;GO:0048546;GO:0048598;GO:0048729;GO:0048858;GO:0060562	9	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0009	GO:0022610	obsolete biological adhesion	GO:0022610	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0010	GO:0030219	megakaryocyte differentiation	GO:0030219	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0011	GO:0031012	extracellular matrix	GO:0031012	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0012	GO:0035855	megakaryocyte development	GO:0035855	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0013	GO:0044421	obsolete extracellular region part	GO:0044421	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0014	GO:0048667	cell morphogenesis involved in neuron differentiation	GO:0048667	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0015	GO:0007411	axon guidance	GO:0007411;GO:0008045;GO:0061564;GO:0097485	4	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0016	GO:0070161	anchoring junction	GO:0070161	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0017	GO:1902667	regulation of axon guidance	GO:0050920;GO:1902667	2	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_DES_Low_Stability_0018	GO:2000243	positive regulation of reproductive process	GO:2000243	1	DES	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0001	GO:0000726	obsolete non-recombinational repair	GO:0000726	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0002	GO:0003910	DNA ligase (ATP) activity	GO:0003909;GO:0003910;GO:0016886;GO:0140097	4	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0003	GO:1990404	NAD+-protein mono-ADP-ribosyltransferase activity	GO:0003950;GO:1990404	2	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0004	GO:0005524	ATP binding	GO:0005524	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0005	GO:0005576	extracellular region	GO:0005576	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0006	GO:0005615	obsolete extracellular space	GO:0005615	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0007	GO:0006266	obsolete DNA ligation	GO:0006266	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0008	GO:0006281	DNA repair	GO:0000724;GO:0006271;GO:0006273;GO:0006281;GO:0006302;GO:0006303;GO:0006974;GO:0022616	8	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0009	GO:0006471	obsolete protein ADP-ribosylation	GO:0006471	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0010	GO:0006733	obsolete oxidoreduction coenzyme metabolic process	GO:0006733	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0011	GO:0009063	amino acid catabolic process	GO:0009063	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0012	GO:0019730	antimicrobial humoral response	GO:0019730	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0013	GO:0034502	protein localization to chromosome	GO:0034502	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0014	GO:0016887	ATP hydrolysis activity	GO:0016887;GO:0017111;GO:0042623	3	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0015	GO:0005775	vacuolar lumen	GO:0005775;GO:0043202	2	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0016	GO:0051103	obsolete DNA ligation involved in DNA repair	GO:0051103	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0017	GO:0051661	maintenance of centrosome location	GO:0051657;GO:0051661	2	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0018	GO:0070212	protein poly-ADP-ribosylation	GO:0070212	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0019	GO:0070419	nonhomologous end joining complex	GO:0070419	1	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Highly_Stable_0020	GO:0071475	cellular hyperosmotic salinity response	GO:0071472;GO:0071475	2	GAM	Highly Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Low_Stability_0001	GO:0008237	metallopeptidase activity	GO:0004222;GO:0008237	2	GAM	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Low_Stability_0002	GO:0005576	extracellular region	GO:0005576	1	GAM	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Low_Stability_0003	GO:0008061	chitin binding	GO:0008061	1	GAM	Low Stability	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
GR_GAM_Stable_0001	GO:0000002	obsolete mitochondrial genome maintenance	GO:0000002	1	GAM	Stable	DIRECT_IS_A_OR_SHARED_PARENT; representative has minimum adjusted p
