evidence_row_id	condition	FSF_region	source	term_id	official_term_name	official_namespace_or_identifier_type	adjusted_p	enrichment_measure	significant_term_count_context	mapping_status	candidate_theme_ids	candidate_themes	theme_assignment_status
SEMANTIC_EVIDENCE_02829	GAM	Stable	GO	GO:0031235	obsolete intrinsic component of the cytoplasmic side of the plasma membrane	cellular_component	0.00217738637845932	9.54091392136025	3174	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02830	GAM	Stable	GO	GO:0042789	mRNA transcription by RNA polymerase II	biological_process	0.00217738637845932	9.54091392136025	3174	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02831	GAM	Stable	GO	GO:0043086	negative regulation of catalytic activity	biological_process	0.00217738637845932	1.73721843076791	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02832	GAM	Stable	GO	GO:0051880	G-quadruplex DNA binding	molecular_function	0.00217738637845932	9.54091392136025	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02833	GAM	Stable	GO	GO:0097677	STAT family protein binding	molecular_function	0.00217738637845932	9.54091392136025	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02834	GAM	Stable	GO	GO:1990923	PET complex	cellular_component	0.00217738637845932	9.54091392136025	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02835	GAM	Stable	GO	GO:2000197	regulation of ribonucleoprotein complex localization	biological_process	0.00217738637845932	9.54091392136025	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02836	GAM	Stable	GO	GO:0010389	regulation of G2/M transition of mitotic cell cycle	biological_process	0.00218700400329194	2.53430526036132	3174	mapped	H04;H13	Broad regulatory and signaling processes; Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02837	GAM	Stable	GO	GO:0022411	cellular component disassembly	biological_process	0.00218700400329194	1.82698351685622	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02838	GAM	Stable	GO	GO:0040026	positive regulation of vulval development	biological_process	0.00218700400329194	3.90310114964738	3174	mapped	H09;H13	Broad regulatory and signaling processes; Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02839	GAM	Stable	GO	GO:0060281	regulation of oocyte development	biological_process	0.00218700400329194	2.53430526036132	3174	mapped	H09;H13	Broad regulatory and signaling processes; Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02840	GAM	Stable	GO	GO:0098773	skin epidermis development	biological_process	0.00218700400329194	3.90310114964738	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02841	GAM	Stable	GO	GO:0043065	positive regulation of apoptotic process	biological_process	0.00219481405325547	1.71114217067874	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02842	GAM	Stable	GO	GO:0031503	protein-containing complex localization	biological_process	0.0022110909976768	2.03372112534258	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02843	GAM	Stable	GO	GO:0030330	DNA damage response, signal transduction by p53 class mediator	biological_process	0.00222146539050084	3.5778427205101	3174	mapped	H02;H11;H13	Broad regulatory and signaling processes; DNA repair and genome maintenance; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02844	GAM	Stable	GO	GO:0035112	genitalia morphogenesis	biological_process	0.00222146539050084	3.5778427205101	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02845	GAM	Stable	GO	GO:1903051	obsolete negative regulation of proteolysis involved in protein catabolic process	biological_process	0.00222146539050084	3.5778427205101	3174	obsolete	H05;H07;H13	Broad regulatory and signaling processes; Metabolism and redox processes; Protein turnover and proteostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02846	GAM	Stable	GO	GO:0021915	neural tube development	biological_process	0.00222661139020323	2.45337786549264	3174	mapped	H09;H10	Development and morphogenesis; Neural, projection and behavior processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02847	GAM	Stable	GO	GO:0071166	ribonucleoprotein complex localization	biological_process	0.00222661139020323	2.45337786549264	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02848	GAM	Stable	GO	GO:0005388	P-type calcium transporter activity	molecular_function	0.00224916439217391	5.72454835281615	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02849	GAM	Stable	GO	GO:0007279	pole cell formation	biological_process	0.00224916439217391	5.72454835281615	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02850	GAM	Stable	GO	GO:0034643	establishment of mitochondrion localization, microtubule-mediated	biological_process	0.00224916439217391	5.72454835281615	3174	mapped	C05	Cytoskeleton and cell motility	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02851	GAM	Stable	GO	GO:0046966	nuclear thyroid hormone receptor binding	molecular_function	0.00224916439217391	5.72454835281615	3174	mapped	H12	Endocrine and physiological regulation	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02852	GAM	Stable	GO	GO:0047497	mitochondrion transport along microtubule	biological_process	0.00224916439217391	5.72454835281615	3174	mapped	C01;C05	Cytoskeleton and cell motility; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02853	GAM	Stable	GO	GO:2000780	negative regulation of double-strand break repair	biological_process	0.00224916439217391	5.72454835281615	3174	mapped	H02;H13	Broad regulatory and signaling processes; DNA repair and genome maintenance	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02854	GAM	Stable	GO	GO:0001306	obsolete age-dependent response to oxidative stress	biological_process	0.00226301717888628	5.66316232127839	3174	obsolete	H11	Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02855	GAM	Stable	GO	GO:0005753	obsolete mitochondrial proton-transporting ATP synthase complex	cellular_component	0.00226301717888628	5.66316232127839	3174	obsolete	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02856	GAM	Stable	GO	GO:0007571	obsolete age-dependent general metabolic decline	biological_process	0.00226301717888628	5.66316232127839	3174	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02857	GAM	Stable	GO	GO:0045259	proton-transporting ATP synthase complex	cellular_component	0.00226301717888628	5.66316232127839	3174	mapped	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02858	GAM	Stable	GO	GO:2001022	obsolete positive regulation of response to DNA damage stimulus	biological_process	0.00227860092257796	3.1224809197179	3174	obsolete	H02;H13	Broad regulatory and signaling processes; DNA repair and genome maintenance	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02859	GAM	Stable	GO	GO:0004839	ubiquitin activating enzyme activity	molecular_function	0.00229307056773786	14.3113708820404	3174	mapped	H07	Protein turnover and proteostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02860	GAM	Stable	GO	GO:0006661	phosphatidylinositol biosynthetic process	biological_process	0.00229307056773786	2.8219604556136	3174	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02861	GAM	Stable	GO	GO:0016590	ACF complex	cellular_component	0.00229307056773786	14.3113708820404	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02862	GAM	Stable	GO	GO:0031213	RSF complex	cellular_component	0.00229307056773786	14.3113708820404	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02863	GAM	Stable	GO	GO:0060948	cardiac vascular smooth muscle cell development	biological_process	0.00229307056773786	14.3113708820404	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02864	GAM	Stable	GO	GO:0071922	obsolete regulation of cohesin loading	biological_process	0.00229307056773786	14.3113708820404	3174	obsolete	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02865	GAM	Stable	GO	GO:0072577	endothelial cell apoptotic process	biological_process	0.00229307056773786	14.3113708820404	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02866	GAM	Stable	GO	GO:0090558	plant epidermis development	biological_process	0.00229307056773786	14.3113708820404	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02867	GAM	Stable	GO	GO:0097575	lateral cell cortex	cellular_component	0.00229307056773786	14.3113708820404	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02868	GAM	Stable	GO	GO:1903385	regulation of homophilic cell adhesion	biological_process	0.00229307056773786	14.3113708820404	3174	mapped	H08;H13	Broad regulatory and signaling processes; Cell adhesion and extracellular organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02869	GAM	Stable	GO	GO:0051346	negative regulation of hydrolase activity	biological_process	0.00231145391130838	2.09230568450883	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02870	GAM	Stable	GO	GO:0030866	cortical actin cytoskeleton organization	biological_process	0.00234600249869755	2.60206743309825	3174	mapped	C05	Cytoskeleton and cell motility	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02871	GAM	Stable	GO	GO:0050679	positive regulation of epithelial cell proliferation	biological_process	0.00234600249869755	2.60206743309825	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02872	GAM	Stable	GO	GO:0042303	molting cycle	biological_process	0.00237807954881142	2.16553638346664	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02873	GAM	Stable	GO	GO:0035272	exocrine system development	biological_process	0.00242373471108758	2.30828562613555	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02874	GAM	Stable	GO	GO:0051099	positive regulation of binding	biological_process	0.00242373471108758	2.30828562613555	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02875	GAM	Stable	GO	GO:0005768	endosome	cellular_component	0.00244450061391477	1.5966032424183	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02876	GAM	Stable	GO	GO:0046328	regulation of JNK cascade	biological_process	0.00246386399670792	2.36448736311972	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02877	GAM	Stable	GO	GO:0007129	homologous chromosome pairing at meiosis	biological_process	0.00247580861903373	4.24040618727122	3174	mapped	H03;H04	Cell cycle and division; Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02878	GAM	Stable	GO	GO:0016574	obsolete histone ubiquitination	biological_process	0.00247580861903373	4.24040618727122	3174	obsolete	H03;H07	Chromosome and nuclear organization; Protein turnover and proteostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02879	GAM	Stable	GO	GO:0045169	fusome	cellular_component	0.00247580861903373	4.24040618727122	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02880	GAM	Stable	GO	GO:0061630	ubiquitin protein ligase activity	molecular_function	0.00249036973872096	2.20174936646775	3174	mapped	H07	Protein turnover and proteostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02881	GAM	Stable	GO	GO:0007474	imaginal disc-derived wing vein specification	biological_process	0.00250708715128319	3.27968916046759	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02882	GAM	Stable	GO	GO:0022853	active monoatomic ion transmembrane transporter activity	molecular_function	0.00250708715128319	3.27968916046759	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02883	GAM	Stable	GO	GO:0035159	regulation of tube length, open tracheal system	biological_process	0.00250708715128319	3.27968916046759	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02884	GAM	Stable	GO	GO:0042625	ATPase-coupled ion transmembrane transporter activity	molecular_function	0.00250708715128319	3.27968916046759	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02885	GAM	Stable	GO	GO:1903078	positive regulation of protein localization to plasma membrane	biological_process	0.00250708715128319	3.27968916046759	3174	mapped	C03;H13	Broad regulatory and signaling processes; Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02886	GAM	Stable	GO	GO:0002821	positive regulation of adaptive immune response	biological_process	0.00257710850303161	4.77045696068013	3174	mapped	C04;H13	Broad regulatory and signaling processes; Immune and defense processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02887	GAM	Stable	GO	GO:0010828	positive regulation of D-glucose transmembrane transport	biological_process	0.00257710850303161	4.77045696068013	3174	mapped	C01;H13	Broad regulatory and signaling processes; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02888	GAM	Stable	GO	GO:0035331	negative regulation of hippo signaling	biological_process	0.00257710850303161	4.77045696068013	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02889	GAM	Stable	GO	GO:0060148	positive regulation of post-transcriptional gene silencing	biological_process	0.00257710850303161	4.77045696068013	3174	mapped	C02;H13	Broad regulatory and signaling processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02890	GAM	Stable	GO	GO:0060969	obsolete negative regulation of gene silencing	biological_process	0.00257710850303161	4.77045696068013	3174	obsolete	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02891	GAM	Stable	GO	GO:0042060	wound healing	biological_process	0.00264080610366049	1.90408797143027	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02892	GAM	Stable	GO	GO:0006406	mRNA export from nucleus	biological_process	0.0026430856275774	2.57283072036681	3174	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02893	GAM	Stable	GO	GO:0008542	visual learning	biological_process	0.00265890573156973	3.0667223318658	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02894	GAM	Stable	GO	GO:0048489	synaptic vesicle transport	biological_process	0.0026630523791628	2.28981934112646	3174	mapped	C01;C03;H10	Membrane transport and ion homeostasis; Neural, projection and behavior processes; Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02895	GAM	Stable	GO	GO:0048640	negative regulation of developmental growth	biological_process	0.0026630523791628	2.28981934112646	3174	mapped	H09;H13	Broad regulatory and signaling processes; Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02896	GAM	Stable	GO	GO:0097480	establishment of synaptic vesicle localization	biological_process	0.0026630523791628	2.28981934112646	3174	mapped	C03;H10	Neural, projection and behavior processes; Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02897	GAM	Stable	GO	GO:0000779	condensed chromosome, centromeric region	cellular_component	0.0026687324357798	3.49057826391229	3174	mapped	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02898	GAM	Stable	GO	GO:0005721	pericentric heterochromatin	cellular_component	0.0026687324357798	3.49057826391229	3174	mapped	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02899	GAM	Stable	GO	GO:0008023	transcription elongation factor complex	cellular_component	0.0026687324357798	3.49057826391229	3174	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02900	GAM	Stable	GO	GO:0048865	stem cell fate commitment	biological_process	0.0026687324357798	3.49057826391229	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02901	GAM	Stable	GO	GO:0042659	regulation of cell fate specification	biological_process	0.00267334731833488	2.90699721041445	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02902	GAM	Stable	GO	GO:0071326	cellular response to monosaccharide stimulus	biological_process	0.00267334731833488	2.90699721041445	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02903	GAM	Stable	GO	GO:0002819	regulation of adaptive immune response	biological_process	0.00268046631534592	3.78830405701069	3174	mapped	C04;H13	Broad regulatory and signaling processes; Immune and defense processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02904	GAM	Stable	GO	GO:0003899	DNA-directed RNA polymerase activity	molecular_function	0.00268046631534592	3.78830405701069	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02905	GAM	Stable	GO	GO:0005705	polytene chromosome interband	cellular_component	0.00268046631534592	3.78830405701069	3174	mapped	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02906	GAM	Stable	GO	GO:0032968	positive regulation of transcription elongation by RNA polymerase II	biological_process	0.00268046631534592	3.78830405701069	3174	mapped	C02;H13	Broad regulatory and signaling processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02907	GAM	Stable	GO	GO:0045466	R7 cell differentiation	biological_process	0.00268046631534592	3.78830405701069	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02908	GAM	Stable	GO	GO:2000058	regulation of ubiquitin-dependent protein catabolic process	biological_process	0.00270045476132833	2.48258474484374	3174	mapped	H05;H07;H13	Broad regulatory and signaling processes; Metabolism and redox processes; Protein turnover and proteostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02909	GAM	Stable	GO	GO:1902600	proton transmembrane transport	biological_process	0.00271897687977645	2.50486025748852	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02910	GAM	Stable	GO	GO:0021987	cerebral cortex development	biological_process	0.00272209706198633	2.40752033529651	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02911	GAM	Stable	GO	GO:0048588	developmental cell growth	biological_process	0.00272209706198633	2.40752033529651	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02912	GAM	Stable	GO	GO:0042886	obsolete amide transport	biological_process	0.00272989796300398	1.5080375586407	3174	obsolete	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02913	GAM	Stable	GO	GO:0000276	obsolete mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	0.00273097391883155	7.55088309503785	3174	obsolete	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02914	GAM	Stable	GO	GO:0015833	peptide transport	biological_process	0.00273097391883155	1.51456666731864	3174	mapped	C01	Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02915	GAM	Stable	GO	GO:0045263	obsolete proton-transporting ATP synthase complex, coupling factor F(o)	cellular_component	0.00273097391883155	7.55088309503785	3174	obsolete	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02916	GAM	Stable	GO	GO:0005924	obsolete cell-substrate adherens junction	cellular_component	0.00282676954911329	2.65025386704452	3174	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02917	GAM	Stable	GO	GO:1905114	obsolete cell surface receptor signaling pathway involved in cell-cell signaling	biological_process	0.00294053088836158	2.05623144856902	3174	obsolete	H11;H13	Broad regulatory and signaling processes; Stress response and signaling	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02918	GAM	Stable	GO	GO:0051650	establishment of vesicle localization	biological_process	0.00295021545906338	1.96430580733888	3174	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02919	GAM	Stable	GO	GO:0003714	transcription corepressor activity	molecular_function	0.00296930354006042	2.54424371236273	3174	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02920	GAM	Stable	GO	GO:0071450	cellular response to oxygen radical	biological_process	0.00299905784963175	4.85413913252433	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02921	GAM	Stable	GO	GO:0071451	cellular response to superoxide	biological_process	0.00299905784963175	4.85413913252433	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02922	GAM	Stable	GO	GO:0009855	determination of bilateral symmetry	biological_process	0.00300731583446027	2.32406877571596	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02923	GAM	Stable	GO	GO:0005844	obsolete polysome	cellular_component	0.00309882501422339	2.86227417640808	3174	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02924	GAM	Stable	GO	GO:0007098	centrosome cycle	biological_process	0.00309882501422339	2.86227417640808	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02925	GAM	Stable	GO	GO:0050000	chromosome localization	biological_process	0.00309882501422339	2.86227417640808	3174	mapped	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02926	GAM	Stable	GO	GO:0051251	positive regulation of lymphocyte activation	biological_process	0.00309882501422339	2.86227417640808	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02927	GAM	Stable	GO	GO:0071222	cellular response to lipopolysaccharide	biological_process	0.00310474586185666	3.01292018569271	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02928	GAM	Stable	GO	GO:0001655	urogenital system development	biological_process	0.00314802251786982	1.86164174075322	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02929	GAM	Stable	GO	GO:0045652	regulation of megakaryocyte differentiation	biological_process	0.00316974568618489	4.08896310915439	3174	mapped	H09;H13	Broad regulatory and signaling processes; Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02930	GAM	Stable	GO	GO:0005743	mitochondrial inner membrane	cellular_component	0.00317113049652112	1.78648653668088	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02931	GAM	Stable	GO	GO:0021510	spinal cord development	biological_process	0.00321659657993819	2.61793369793422	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02932	GAM	Stable	GO	GO:0006336	chromatin organization	biological_process	0.00322754226403986	5.36676408076514	3174	alternate_id	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02933	GAM	Stable	GO	GO:0014002	astrocyte development	biological_process	0.00322754226403986	5.36676408076514	3174	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02934	GAM	Stable	GO	GO:0016279	protein-lysine N-methyltransferase activity	molecular_function	0.00322754226403986	3.40746925762866	3174	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02935	GAM	Stable	GO	GO:0016922	nuclear receptor binding	molecular_function	0.00322754226403986	5.36676408076514	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02936	GAM	Stable	GO	GO:0034204	lipid translocation	biological_process	0.00322754226403986	5.36676408076514	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02937	GAM	Stable	GO	GO:0045738	negative regulation of DNA repair	biological_process	0.00322754226403986	5.36676408076514	3174	mapped	H02;H13	Broad regulatory and signaling processes; DNA repair and genome maintenance	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02938	GAM	Stable	GO	GO:0060216	definitive hemopoiesis	biological_process	0.00322754226403986	5.36676408076514	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02939	GAM	Stable	GO	GO:0090501	obsolete RNA phosphodiester bond hydrolysis	biological_process	0.00322754226403986	2.25375919402211	3174	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02940	GAM	Stable	GO	GO:0097479	synaptic vesicle localization	biological_process	0.00322754226403986	2.25375919402211	3174	mapped	C03;H10	Neural, projection and behavior processes; Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02941	GAM	Stable	GO	GO:1900363	obsolete regulation of mRNA polyadenylation	biological_process	0.00322754226403986	5.36676408076514	3174	obsolete	C02;H13	Broad regulatory and signaling processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02942	GAM	Stable	GO	GO:2000647	negative regulation of stem cell proliferation	biological_process	0.00322754226403986	3.40746925762866	3174	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02943	GAM	Stable	GO	GO:1901361	obsolete organic cyclic compound catabolic process	biological_process	0.00326064488079815	1.73041070927951	3174	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_02944	GAM	Stable	GO	GO:0009799	specification of symmetry	biological_process	0.00331000628621543	2.30437327761667	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_02945	GAM	Stable	GO	GO:0031123	RNA 3'-end processing	biological_process	0.00331000628621543	2.30437327761667	3174	mapped			UNASSIGNED_EVIDENCE_RETAINED
