evidence_row_id	condition	FSF_region	source	term_id	official_term_name	official_namespace_or_identifier_type	adjusted_p	enrichment_measure	significant_term_count_context	mapping_status	candidate_theme_ids	candidate_themes	theme_assignment_status
SEMANTIC_EVIDENCE_00055	DES	Highly Stable	GO	GO:0006613	cotranslational protein targeting to membrane	biological_process	1.14398721697115e-35	9.19716652136007	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00056	DES	Highly Stable	GO	GO:0005840	ribosome	cellular_component	4.68251696419503e-34	4.92504682900722	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00057	DES	Highly Stable	GO	GO:0022625	cytosolic large ribosomal subunit	cellular_component	5.65802196431579e-34	9.36538643907065	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00058	DES	Highly Stable	GO	GO:0070972	protein localization to endoplasmic reticulum	biological_process	1.47478713113498e-32	7.63893893893894	703	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00059	DES	Highly Stable	GO	GO:0006612	protein targeting to membrane	biological_process	1.93373186374375e-28	6.65326939843069	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00060	DES	Highly Stable	GO	GO:0022627	cytosolic small ribosomal subunit	cellular_component	2.70139295010066e-24	10.3482511923688	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00061	DES	Highly Stable	GO	GO:0006518	peptide metabolic process	biological_process	6.85930150985074e-24	3.01913065138872	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00062	DES	Highly Stable	GO	GO:0005198	structural molecule activity	molecular_function	4.92836684492372e-23	3.21950022648347	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00063	DES	Highly Stable	GO	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological_process	3.08763346159246e-22	6.06621621621622	703	mapped	C02;H05	Metabolism and redox processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00064	DES	Highly Stable	GO	GO:0043603	obsolete amide metabolic process	biological_process	2.53357316022171e-21	2.57917356131642	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00065	DES	Highly Stable	GO	GO:0015934	large ribosomal subunit	cellular_component	3.0067127222165e-21	5.43070785070785	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00066	DES	Highly Stable	GO	GO:0006412	translation	biological_process	1.90388177065724e-20	3.21263787151638	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00067	DES	Highly Stable	GO	GO:0043043	peptide biosynthetic process	biological_process	2.27760655145533e-19	3.12614823412369	703	mapped	H01;H05	Metabolism and redox processes; Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00068	DES	Highly Stable	GO	GO:0090150	establishment of protein localization to membrane	biological_process	2.27760655145533e-19	4.39698893524397	703	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00069	DES	Highly Stable	GO	GO:0006413	translational initiation	biological_process	1.09082446705665e-18	5.13295218295218	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00070	DES	Highly Stable	GO	GO:0044445	obsolete cytosolic part	cellular_component	2.12309722324747e-18	3.32957732168258	703	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00071	DES	Highly Stable	GO	GO:0043604	obsolete amide biosynthetic process	biological_process	4.10080513443994e-17	2.75324526521534	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00072	DES	Highly Stable	GO	GO:0015935	small ribosomal subunit	cellular_component	5.39307819272217e-16	6.06621621621622	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00073	DES	Highly Stable	GO	GO:0016491	oxidoreductase activity	molecular_function	2.75281922813848e-15	2.43125365050709	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00074	DES	Highly Stable	GO	GO:0006605	protein targeting	biological_process	2.02683766390554e-13	3.34260893546608	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00075	DES	Highly Stable	GO	GO:0043231	intracellular membrane-bounded organelle	cellular_component	2.27434115047343e-13	1.09906298633223	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00076	DES	Highly Stable	GO	GO:0043227	membrane-bounded organelle	cellular_component	1.63771373571011e-12	1.09125336336437	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00077	DES	Highly Stable	GO	GO:0005634	nucleus	cellular_component	7.63940579867474e-12	1.12021501250398	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00078	DES	Highly Stable	GO	GO:1901566	obsolete organonitrogen compound biosynthetic process	biological_process	2.98882816182359e-11	1.77957265383465	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00079	DES	Highly Stable	GO	GO:0009144	purine nucleoside triphosphate metabolic process	biological_process	3.01759398281715e-11	3.23531531531532	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00080	DES	Highly Stable	GO	GO:0009205	purine ribonucleoside triphosphate metabolic process	biological_process	4.97452074591865e-11	3.23991093366093	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00081	DES	Highly Stable	GO	GO:0009199	obsolete ribonucleoside triphosphate metabolic process	biological_process	9.17541330635096e-11	3.18561075041522	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00082	DES	Highly Stable	GO	GO:0098800	inner mitochondrial membrane protein complex	cellular_component	9.17541330635096e-11	3.96855266481435	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00083	DES	Highly Stable	GO	GO:0004364	glutathione transferase activity	molecular_function	9.19851547810557e-11	6.06621621621622	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00084	DES	Highly Stable	GO	GO:0046034	ATP metabolic process	biological_process	1.07749934349494e-10	3.31569582004365	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00085	DES	Highly Stable	GO	GO:0000956	nuclear-transcribed mRNA catabolic process	biological_process	1.32516828651933e-10	3.29522856189523	703	mapped	C02;H05	Metabolism and redox processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00086	DES	Highly Stable	GO	GO:0009141	nucleoside triphosphate metabolic process	biological_process	1.55674099609856e-10	3.04866250866251	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00087	DES	Highly Stable	GO	GO:0005622	intracellular anatomical structure	cellular_component	2.68352736762176e-10	1.07008616377242	703	mapped	H09	Development and morphogenesis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00088	DES	Highly Stable	GO	GO:0044424	obsolete intracellular part	cellular_component	2.68352736762176e-10	1.07032707829669	703	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00089	DES	Highly Stable	GO	GO:0006396	RNA processing	biological_process	3.36435613124897e-10	1.29385618932039	703	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00090	DES	Highly Stable	GO	GO:0043226	organelle	cellular_component	3.77226002102501e-10	1.07677797452108	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00091	DES	Highly Stable	GO	GO:0006119	oxidative phosphorylation	biological_process	5.08056543644537e-10	4.13302643302643	703	mapped	H06	Energy and core metabolism	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00092	DES	Highly Stable	GO	GO:0006749	glutathione metabolic process	biological_process	6.44121007842564e-10	4.61374191092501	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00093	DES	Highly Stable	GO	GO:0009126	purine nucleoside monophosphate metabolic process	biological_process	8.61081368694711e-10	3.03310810810811	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00094	DES	Highly Stable	GO	GO:0009167	purine ribonucleoside monophosphate metabolic process	biological_process	8.61081368694711e-10	3.03310810810811	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00095	DES	Highly Stable	GO	GO:0030867	rough endoplasmic reticulum membrane	cellular_component	8.69572781350059e-10	8.27211302211302	703	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00096	DES	Highly Stable	GO	GO:0055114	obsolete oxidation-reduction process	biological_process	8.90721693325812e-10	2.02548197438585	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00097	DES	Highly Stable	GO	GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane	cellular_component	1.21585560270911e-09	10.3992277992278	703	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00098	DES	Highly Stable	GO	GO:0006402	mRNA catabolic process	biological_process	1.22252775736353e-09	3.08570535853773	703	mapped	C02;H05	Metabolism and redox processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00099	DES	Highly Stable	GO	GO:0072594	establishment of protein localization to organelle	biological_process	2.04854781115072e-09	2.59980694980695	703	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00100	DES	Highly Stable	GO	GO:0009161	obsolete ribonucleoside monophosphate metabolic process	biological_process	2.04903077223985e-09	2.95286715286715	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00101	DES	Highly Stable	GO	GO:0043229	intracellular organelle	cellular_component	2.42021987350124e-09	1.0750595221441	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00102	DES	Highly Stable	GO	GO:0043412	macromolecule modification	biological_process	6.16864343049609e-09	1.16886488249394	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00103	DES	Highly Stable	GO	GO:0016070	RNA metabolic process	biological_process	6.24039483615722e-09	1.19413444079335	703	mapped	C02;H05	Metabolism and redox processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00104	DES	Highly Stable	GO	GO:0008061	chitin binding	molecular_function	6.42783161127093e-09	5.38721440110778	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00105	DES	Highly Stable	GO	GO:0051276	chromosome organization	biological_process	1.44818038558643e-08	2.343447312541	703	mapped	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00106	DES	Highly Stable	GO	GO:0005623	obsolete cell	cellular_component	1.74284276550997e-08	1.05824955064032	703	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00107	DES	Highly Stable	GO	GO:0044464	obsolete cell part	cellular_component	1.74284276550997e-08	1.05824955064032	703	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00108	DES	Highly Stable	GO	GO:0070469	obsolete respirasome	cellular_component	2.3230103268214e-08	4.27198325085649	703	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00109	DES	Highly Stable	GO	GO:1901361	obsolete organic cyclic compound catabolic process	biological_process	2.35828497306233e-08	2.25798048048048	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00110	DES	Highly Stable	GO	GO:0009123	nucleoside monophosphate metabolic process	biological_process	2.5696700096262e-08	2.74922114232459	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00111	DES	Highly Stable	GO	GO:0044455	obsolete mitochondrial membrane part	cellular_component	2.5696700096262e-08	2.99566232899566	703	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00112	DES	Highly Stable	GO	GO:0019439	obsolete aromatic compound catabolic process	biological_process	2.78808147476388e-08	2.27921418528355	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00113	DES	Highly Stable	GO	GO:0006401	RNA catabolic process	biological_process	2.91767139515197e-08	2.77136781451502	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00114	DES	Highly Stable	GO	GO:0098803	respiratory chain complex	cellular_component	3.18175116192716e-08	4.34594594594595	703	mapped	H06	Energy and core metabolism	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00115	DES	Highly Stable	GO	GO:0006259	DNA metabolic process	biological_process	3.67411134285038e-08	2.55452737671075	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00116	DES	Highly Stable	GO	GO:0042773	ATP synthesis coupled electron transport	biological_process	4.0100155037361e-08	4.15494261384672	703	mapped	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00117	DES	Highly Stable	GO	GO:0044260	obsolete cellular macromolecule metabolic process	biological_process	4.17525158719172e-08	1.11436589831615	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00118	DES	Highly Stable	GO	GO:0042788	obsolete polysomal ribosome	cellular_component	4.44724901317799e-08	6.74024024024024	703	obsolete	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00119	DES	Highly Stable	GO	GO:0044428	obsolete nuclear part	cellular_component	4.88068314116022e-08	1.12649744939937	703	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00120	DES	Highly Stable	GO	GO:0043170	macromolecule metabolic process	biological_process	5.97580080797863e-08	1.09925438093265	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00121	DES	Highly Stable	GO	GO:0010467	gene expression	biological_process	6.04106892404695e-08	1.16685082766942	703	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00122	DES	Highly Stable	GO	GO:0009987	cellular process	biological_process	8.16601788567428e-08	1.05893396528961	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00123	DES	Highly Stable	GO	GO:1902494	catalytic complex	cellular_component	8.30925440502614e-08	1.20771900993407	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00124	DES	Highly Stable	GO	GO:0005746	obsolete mitochondrial respirasome	cellular_component	8.53130179559549e-08	4.15969111969112	703	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00125	DES	Highly Stable	GO	GO:0044237	obsolete cellular metabolic process	biological_process	1.09683845602573e-07	1.08090604476444	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00126	DES	Highly Stable	GO	GO:0044270	obsolete cellular nitrogen compound catabolic process	biological_process	1.21801129979726e-07	2.26323663112654	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00127	DES	Highly Stable	GO	GO:0034655	nucleobase-containing compound catabolic process	biological_process	1.38158161820383e-07	2.35092116337791	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00128	DES	Highly Stable	GO	GO:0042775	mitochondrial ATP synthesis coupled electron transport	biological_process	1.56233883614743e-07	4.04414414414414	703	mapped	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00129	DES	Highly Stable	GO	GO:0006397	mRNA processing	biological_process	1.57761417043742e-07	1.35795049171532	703	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00130	DES	Highly Stable	GO	GO:0006464	protein modification process	biological_process	1.66817674795153e-07	1.161570448732	703	alternate_id			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00131	DES	Highly Stable	GO	GO:0036211	protein modification process	biological_process	1.9136823505755e-07	1.16076936566391	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00132	DES	Highly Stable	GO	GO:1990748	cellular detoxification	biological_process	1.95337620536724e-07	3.75527670527671	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00133	DES	Highly Stable	GO	GO:0072657	protein localization to membrane	biological_process	3.28857133564909e-07	2.29532505478451	703	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00134	DES	Highly Stable	GO	GO:0005751	obsolete mitochondrial respiratory chain complex IV	cellular_component	3.62474175616718e-07	9.33264033264033	703	obsolete	H06	Energy and core metabolism	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00135	DES	Highly Stable	GO	GO:0045277	respiratory chain complex IV	cellular_component	3.62474175616718e-07	9.33264033264033	703	mapped	H06	Energy and core metabolism	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00136	DES	Highly Stable	GO	GO:0044267	protein metabolic process	biological_process	3.64721284638724e-07	1.13497855620758	703	alternate_id	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00137	DES	Highly Stable	GO	GO:0005753	obsolete mitochondrial proton-transporting ATP synthase complex	cellular_component	3.74803268827805e-07	8.3410472972973	703	obsolete	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00138	DES	Highly Stable	GO	GO:0045259	proton-transporting ATP synthase complex	cellular_component	3.74803268827805e-07	8.3410472972973	703	mapped	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00139	DES	Highly Stable	GO	GO:0016209	antioxidant activity	molecular_function	4.23841305815288e-07	3.98637065637066	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00140	DES	Highly Stable	GO	GO:0070069	cytochrome complex	cellular_component	4.79717089054442e-07	6.29089089089089	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00141	DES	Highly Stable	GO	GO:0000398	mRNA splicing, via spliceosome	biological_process	5.29602019240377e-07	1.37846676663715	703	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00142	DES	Highly Stable	GO	GO:0005694	chromosome	cellular_component	6.55737532991602e-07	2.21800892768478	703	mapped	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00143	DES	Highly Stable	GO	GO:0098554	cytoplasmic side of endoplasmic reticulum membrane	cellular_component	6.65887990943632e-07	7.27945945945946	703	mapped	C03	Vesicle trafficking and organelle organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00144	DES	Highly Stable	GO	GO:0046700	obsolete heterocycle catabolic process	biological_process	8.90614053960717e-07	2.19215290056412	703	obsolete	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00145	DES	Highly Stable	GO	GO:0004667	prostaglandin-D synthase activity	molecular_function	9.12451854921527e-07	7.85039745627981	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00146	DES	Highly Stable	GO	GO:0098869	cellular oxidant detoxification	biological_process	9.82753223392595e-07	3.82254720473899	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00147	DES	Highly Stable	GO	GO:0009145	purine nucleoside triphosphate biosynthetic process	biological_process	1.11874804401749e-06	4.2569938359412	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00148	DES	Highly Stable	GO	GO:0044427	obsolete chromosomal part	cellular_component	1.19366209885686e-06	2.31447427216169	703	obsolete	H03	Chromosome and nuclear organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00149	DES	Highly Stable	GO	GO:0031981	nuclear lumen	cellular_component	1.34004707696337e-06	1.12059762177029	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00150	DES	Highly Stable	GO	GO:0050794	regulation of cellular process	biological_process	1.34004707696337e-06	1.07468955144572	703	mapped	H13	Broad regulatory and signaling processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00151	DES	Highly Stable	GO	GO:0000375	RNA splicing, via transesterification reactions	biological_process	1.42614185120055e-06	1.37305073751602	703	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00152	DES	Highly Stable	GO	GO:0008380	RNA splicing	biological_process	1.76333848634538e-06	1.35256109809173	703	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00153	DES	Highly Stable	GO	GO:0000028	ribosomal small subunit assembly	biological_process	2.0264383483001e-06	7.41426426426426	703	mapped	H01	Translation, ribosome and protein targeting	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00154	DES	Highly Stable	GO	GO:0015985	energy coupled proton transport, down electrochemical gradient	biological_process	2.0264383483001e-06	7.41426426426426	703	mapped	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00155	DES	Highly Stable	GO	GO:0015986	proton motive force-driven ATP synthesis	biological_process	2.0264383483001e-06	7.41426426426426	703	mapped	H06	Energy and core metabolism	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00156	DES	Highly Stable	GO	GO:0022900	electron transport chain	biological_process	2.06761691552114e-06	2.98496353496353	703	mapped	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00157	DES	Highly Stable	GO	GO:0022402	cell cycle process	biological_process	2.26058131144338e-06	2.05350548943325	703	mapped	H04	Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00158	DES	Highly Stable	GO	GO:0007049	cell cycle	biological_process	2.33097095730786e-06	1.99878979546402	703	mapped	H04	Cell cycle and division	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00159	DES	Highly Stable	GO	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	2.56036892506039e-06	1.36766907038082	703	mapped	C02	RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00160	DES	Highly Stable	GO	GO:0017144	xenobiotic metabolic process	biological_process	2.57930681683101e-06	1.84430749430749	703	alternate_id	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00161	DES	Highly Stable	GO	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen	biological_process	2.63506845706491e-06	8.08828828828829	703	mapped	C01;H06	Energy and core metabolism; Membrane transport and ion homeostasis	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00162	DES	Highly Stable	GO	GO:0005576	extracellular region	cellular_component	2.67047231512069e-06	1.63583358639538	703	mapped	H08	Cell adhesion and extracellular organization	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00163	DES	Highly Stable	GO	GO:0005654	nucleoplasm	cellular_component	2.76129086631334e-06	1.12933892151688	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00164	DES	Highly Stable	GO	GO:0031323	obsolete regulation of cellular metabolic process	biological_process	2.76129086631334e-06	1.10333537405322	703	obsolete	H05;H13	Broad regulatory and signaling processes; Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00165	DES	Highly Stable	GO	GO:0044446	obsolete intracellular organelle part	cellular_component	2.76129086631334e-06	1.07323533298565	703	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00166	DES	Highly Stable	GO	GO:0044451	obsolete nucleoplasm part	cellular_component	2.76129086631334e-06	1.22972241335798	703	obsolete			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00167	DES	Highly Stable	GO	GO:0006399	tRNA metabolic process	biological_process	3.90272642127439e-06	1.48239878475662	703	mapped	C02;H05	Metabolism and redox processes; RNA processing and expression	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00168	DES	Highly Stable	GO	GO:0000280	nuclear division	biological_process	3.98140048273198e-06	2.80955717938568	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00169	DES	Highly Stable	GO	GO:0090304	nucleic acid metabolic process	biological_process	4.1263901965985e-06	1.13946423786261	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00170	DES	Highly Stable	GO	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	biological_process	4.38244071231518e-06	4.116361003861	703	mapped	H05	Metabolism and redox processes	CANDIDATE_MAPPING_AVAILABLE
SEMANTIC_EVIDENCE_00171	DES	Highly Stable	GO	GO:0048285	organelle fission	biological_process	4.80676739121319e-06	2.73661108909684	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00172	DES	Highly Stable	GO	GO:0005575	cellular_component	cellular_component	4.99735023448257e-06	1.04745618533091	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
SEMANTIC_EVIDENCE_00173	DES	Highly Stable	GO	GO:0070013	intracellular organelle lumen	cellular_component	4.99735023448257e-06	1.09952255018548	703	mapped			UNASSIGNED_EVIDENCE_RETAINED
