kegg_id	kegg_identifier_type	kegg_name	kegg_description_if_available	source_version	mapping_status
K21847	KO	SGSM1, RUTBC2	small G protein signaling modulator 1	KEGG KO 2026-09-18	mapped
K21851	KO	SGSM2, RUTBC1	small G protein signaling modulator 2	KEGG KO 2026-09-18	mapped
K21852	KO	DOCK6_7_8	dedicator of cytokinesis protein 6/7/8	KEGG KO 2026-09-18	mapped
K21878	KO	USH1G	Usher syndrome type-1G protein	KEGG KO 2026-09-18	mapped
K21893	KO	NGB	neuroglobin	KEGG KO 2026-09-18	mapped
K21912	KO	KBTBD12	kelch repeat and BTB domain-containing protein 12	KEGG KO 2026-09-18	mapped
K22078	KO	PGGHG, ATHL1	protein-glucosylgalactosylhydroxylysine glucosidase [EC:3.2.1.107]	KEGG KO 2026-09-18	mapped
K22197	KO	BAF45A, PHF10	BRG1-associated factor 45A	KEGG KO 2026-09-18	mapped
K22312	KO	ST2A, SOT15	hydroxyjasmonate sulfotransferase [EC:2.8.2.39]	KEGG KO 2026-09-18	mapped
K22410	KO	PRDM16	[histone H3]-lysine9 N-methyltransferase [EC:2.1.1.367]	KEGG KO 2026-09-18	mapped
K22459	KO	P3H2	procollagen-proline 3-dioxygenase 2 [EC:1.14.11.7]	KEGG KO 2026-09-18	mapped
K22460	KO	P3H3	procollagen-proline 3-dioxygenase 3 [EC:1.14.11.7]	KEGG KO 2026-09-18	mapped
K22471	KO	CCN4, WISP1	CCN family member 4	KEGG KO 2026-09-18	mapped
K22503	KO	DARS1	aspartyl-tRNA synthetase [EC:6.1.1.12]	KEGG KO 2026-09-18	mapped
ko00010	PATHWAY	Glycolysis / Gluconeogenesis		KEGG PATHWAY 2026-09-17	mapped
ko00020	PATHWAY	Citrate cycle (TCA cycle)		KEGG PATHWAY 2026-09-17	mapped
ko00140	PATHWAY	Steroid hormone biosynthesis		KEGG PATHWAY 2026-09-17	mapped
ko00190	PATHWAY	Oxidative phosphorylation		KEGG PATHWAY 2026-09-17	mapped
ko00230	PATHWAY	Purine metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00250	PATHWAY	Alanine, aspartate and glutamate metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00260	PATHWAY	Glycine, serine and threonine metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00280	PATHWAY	Valine, leucine and isoleucine degradation		KEGG PATHWAY 2026-09-17	mapped
ko00330	PATHWAY	Arginine and proline metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00350	PATHWAY	Tyrosine metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00380	PATHWAY	Tryptophan metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00480	PATHWAY	Glutathione metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00515	PATHWAY	Mannose type O-glycan biosynthesis		KEGG PATHWAY 2026-09-17	mapped
ko00590	PATHWAY	Arachidonic acid metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00591	PATHWAY	Linoleic acid metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00640	PATHWAY	Propanoate metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00680	PATHWAY	Methane metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00710	PATHWAY	Carbon fixation by Calvin cycle		KEGG PATHWAY 2026-09-17	mapped
ko00720	PATHWAY	Other carbon fixation pathways		KEGG PATHWAY 2026-09-17	mapped
ko00790	PATHWAY	Folate biosynthesis		KEGG PATHWAY 2026-09-17	mapped
ko00791	PATHWAY	Atrazine degradation		KEGG PATHWAY 2026-09-17	mapped
ko00830	PATHWAY	Retinol metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00900	PATHWAY	Terpenoid backbone biosynthesis		KEGG PATHWAY 2026-09-17	mapped
ko00910	PATHWAY	Nitrogen metabolism		KEGG PATHWAY 2026-09-17	mapped
ko00970	PATHWAY	Aminoacyl-tRNA biosynthesis		KEGG PATHWAY 2026-09-17	mapped
ko00980	PATHWAY	Metabolism of xenobiotics by cytochrome P450		KEGG PATHWAY 2026-09-17	mapped
ko00981	PATHWAY	Insect hormone biosynthesis		KEGG PATHWAY 2026-09-17	mapped
ko00982	PATHWAY	Drug metabolism - cytochrome P450		KEGG PATHWAY 2026-09-17	mapped
ko00983	PATHWAY	Drug metabolism - other enzymes		KEGG PATHWAY 2026-09-17	mapped
ko01100	PATHWAY	Metabolic pathways		KEGG PATHWAY 2026-09-17	mapped
ko01110	PATHWAY	Biosynthesis of secondary metabolites		KEGG PATHWAY 2026-09-17	mapped
ko01120	PATHWAY	Microbial metabolism in diverse environments		KEGG PATHWAY 2026-09-17	mapped
ko01130	PATHWAY			KEGG PATHWAY 2026-09-17	unmapped
ko01200	PATHWAY	Carbon metabolism		KEGG PATHWAY 2026-09-17	mapped
ko01230	PATHWAY	Biosynthesis of amino acids		KEGG PATHWAY 2026-09-17	mapped
ko01521	PATHWAY	EGFR tyrosine kinase inhibitor resistance		KEGG PATHWAY 2026-09-17	mapped
ko01522	PATHWAY	Endocrine resistance		KEGG PATHWAY 2026-09-17	mapped
ko01523	PATHWAY	Antifolate resistance		KEGG PATHWAY 2026-09-17	mapped
ko01524	PATHWAY	Platinum drug resistance		KEGG PATHWAY 2026-09-17	mapped
ko02010	PATHWAY	ABC transporters		KEGG PATHWAY 2026-09-17	mapped
ko03010	PATHWAY	Ribosome		KEGG PATHWAY 2026-09-17	mapped
ko03013	PATHWAY	Nucleocytoplasmic transport		KEGG PATHWAY 2026-09-17	mapped
ko03015	PATHWAY	mRNA surveillance pathway		KEGG PATHWAY 2026-09-17	mapped
ko03018	PATHWAY	RNA degradation		KEGG PATHWAY 2026-09-17	mapped
ko03030	PATHWAY	DNA replication		KEGG PATHWAY 2026-09-17	mapped
ko03040	PATHWAY	Spliceosome		KEGG PATHWAY 2026-09-17	mapped
ko03050	PATHWAY	Proteasome		KEGG PATHWAY 2026-09-17	mapped
ko03410	PATHWAY	Base excision repair		KEGG PATHWAY 2026-09-17	mapped
ko03420	PATHWAY	Nucleotide excision repair		KEGG PATHWAY 2026-09-17	mapped
ko03460	PATHWAY	Fanconi anemia pathway		KEGG PATHWAY 2026-09-17	mapped
ko04010	PATHWAY	MAPK signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04013	PATHWAY	MAPK signaling pathway - fly		KEGG PATHWAY 2026-09-17	mapped
ko04014	PATHWAY	Ras signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04015	PATHWAY	Rap1 signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04022	PATHWAY	cGMP-PKG signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04071	PATHWAY	Sphingolipid signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04080	PATHWAY	Neuroactive ligand-receptor interaction		KEGG PATHWAY 2026-09-17	mapped
ko04110	PATHWAY	Cell cycle		KEGG PATHWAY 2026-09-17	mapped
ko04111	PATHWAY	Cell cycle - yeast		KEGG PATHWAY 2026-09-17	mapped
ko04113	PATHWAY	Meiosis - yeast		KEGG PATHWAY 2026-09-17	mapped
ko04114	PATHWAY	Oocyte meiosis		KEGG PATHWAY 2026-09-17	mapped
ko04136	PATHWAY	Autophagy - other		KEGG PATHWAY 2026-09-17	mapped
ko04137	PATHWAY	Mitophagy - animal		KEGG PATHWAY 2026-09-17	mapped
ko04138	PATHWAY	Autophagy - yeast		KEGG PATHWAY 2026-09-17	mapped
ko04140	PATHWAY	Autophagy - animal		KEGG PATHWAY 2026-09-17	mapped
ko04141	PATHWAY	Protein processing in endoplasmic reticulum		KEGG PATHWAY 2026-09-17	mapped
ko04142	PATHWAY	Lysosome biogenesis		KEGG PATHWAY 2026-09-17	mapped
ko04144	PATHWAY	Endocytosis		KEGG PATHWAY 2026-09-17	mapped
ko04146	PATHWAY	Peroxisome		KEGG PATHWAY 2026-09-17	mapped
ko04151	PATHWAY	PI3K-Akt signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04213	PATHWAY	Longevity regulating pathway - multiple species		KEGG PATHWAY 2026-09-17	mapped
ko04214	PATHWAY	Apoptosis - fly		KEGG PATHWAY 2026-09-17	mapped
ko04217	PATHWAY	Necroptosis		KEGG PATHWAY 2026-09-17	mapped
ko04260	PATHWAY	Cardiac muscle contraction		KEGG PATHWAY 2026-09-17	mapped
ko04270	PATHWAY	Vascular smooth muscle contraction		KEGG PATHWAY 2026-09-17	mapped
ko04320	PATHWAY	Dorso-ventral axis formation		KEGG PATHWAY 2026-09-17	mapped
ko04370	PATHWAY	VEGF signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04380	PATHWAY	Osteoclast differentiation		KEGG PATHWAY 2026-09-17	mapped
ko04391	PATHWAY	Hippo signaling pathway - fly		KEGG PATHWAY 2026-09-17	mapped
ko04510	PATHWAY	Focal adhesion		KEGG PATHWAY 2026-09-17	mapped
ko04512	PATHWAY	ECM-receptor interaction		KEGG PATHWAY 2026-09-17	mapped
ko04514	PATHWAY	Cell adhesion molecule (CAM) interaction		KEGG PATHWAY 2026-09-17	mapped
ko04550	PATHWAY	Signaling pathways regulating pluripotency of stem cells		KEGG PATHWAY 2026-09-17	mapped
ko04610	PATHWAY	Complement and coagulation cascades		KEGG PATHWAY 2026-09-17	mapped
ko04612	PATHWAY	Antigen processing and presentation		KEGG PATHWAY 2026-09-17	mapped
ko04624	PATHWAY	Toll and Imd signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04630	PATHWAY	JAK-STAT signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04657	PATHWAY	IL-17 signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04668	PATHWAY	TNF signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04711	PATHWAY	Circadian rhythm - fly		KEGG PATHWAY 2026-09-17	mapped
ko04723	PATHWAY	Retrograde endocannabinoid signaling		KEGG PATHWAY 2026-09-17	mapped
ko04915	PATHWAY	Estrogen signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04919	PATHWAY	Thyroid hormone signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04921	PATHWAY	Oxytocin signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04923	PATHWAY	Regulation of lipolysis in adipocytes		KEGG PATHWAY 2026-09-17	mapped
ko04924	PATHWAY	Renin secretion		KEGG PATHWAY 2026-09-17	mapped
ko04925	PATHWAY	Aldosterone synthesis and secretion		KEGG PATHWAY 2026-09-17	mapped
ko04926	PATHWAY	Relaxin signaling pathway		KEGG PATHWAY 2026-09-17	mapped
ko04930	PATHWAY	Type II diabetes mellitus		KEGG PATHWAY 2026-09-17	mapped
ko04931	PATHWAY	Insulin resistance		KEGG PATHWAY 2026-09-17	mapped
ko04932	PATHWAY	Non-alcoholic fatty liver disease		KEGG PATHWAY 2026-09-17	mapped
ko04974	PATHWAY	Protein digestion and absorption		KEGG PATHWAY 2026-09-17	mapped
ko04976	PATHWAY	Bile secretion		KEGG PATHWAY 2026-09-17	mapped
ko04977	PATHWAY	Vitamin digestion and absorption		KEGG PATHWAY 2026-09-17	mapped
ko04979	PATHWAY	Cholesterol metabolism		KEGG PATHWAY 2026-09-17	mapped
ko05010	PATHWAY	Alzheimer disease		KEGG PATHWAY 2026-09-17	mapped
ko05012	PATHWAY	Parkinson disease		KEGG PATHWAY 2026-09-17	mapped
ko05016	PATHWAY	Huntington disease		KEGG PATHWAY 2026-09-17	mapped
ko05020	PATHWAY	Prion disease		KEGG PATHWAY 2026-09-17	mapped
ko05030	PATHWAY	Cocaine addiction		KEGG PATHWAY 2026-09-17	mapped
ko05110	PATHWAY	Vibrio cholerae infection		KEGG PATHWAY 2026-09-17	mapped
ko05150	PATHWAY	Staphylococcus aureus infection		KEGG PATHWAY 2026-09-17	mapped
ko05165	PATHWAY	Human papillomavirus infection		KEGG PATHWAY 2026-09-17	mapped
ko05166	PATHWAY	Human T-cell leukemia virus 1 infection		KEGG PATHWAY 2026-09-17	mapped
ko05168	PATHWAY	Herpes simplex virus 1 infection		KEGG PATHWAY 2026-09-17	mapped
ko05169	PATHWAY	Epstein-Barr virus infection		KEGG PATHWAY 2026-09-17	mapped
ko05200	PATHWAY	Pathways in cancer		KEGG PATHWAY 2026-09-17	mapped
ko05204	PATHWAY	Chemical carcinogenesis - DNA adducts		KEGG PATHWAY 2026-09-17	mapped
ko05206	PATHWAY	MicroRNAs in cancer		KEGG PATHWAY 2026-09-17	mapped
ko05210	PATHWAY	Colorectal cancer		KEGG PATHWAY 2026-09-17	mapped
ko05213	PATHWAY	Endometrial cancer		KEGG PATHWAY 2026-09-17	mapped
ko05215	PATHWAY	Prostate cancer		KEGG PATHWAY 2026-09-17	mapped
ko05218	PATHWAY	Melanoma		KEGG PATHWAY 2026-09-17	mapped
ko05222	PATHWAY	Small cell lung cancer		KEGG PATHWAY 2026-09-17	mapped
ko05224	PATHWAY	Breast cancer		KEGG PATHWAY 2026-09-17	mapped
ko05226	PATHWAY	Gastric cancer		KEGG PATHWAY 2026-09-17	mapped
ko05321	PATHWAY	Inflammatory bowel disease		KEGG PATHWAY 2026-09-17	mapped
ko05323	PATHWAY	Rheumatoid arthritis		KEGG PATHWAY 2026-09-17	mapped
ko05410	PATHWAY	Hypertrophic cardiomyopathy		KEGG PATHWAY 2026-09-17	mapped
ko05418	PATHWAY	Fluid shear stress and atherosclerosis		KEGG PATHWAY 2026-09-17	mapped
map00010	PATHWAY	Glycolysis / Gluconeogenesis		KEGG PATHWAY 2026-09-17	mapped
map00020	PATHWAY	Citrate cycle (TCA cycle)		KEGG PATHWAY 2026-09-17	mapped
map00140	PATHWAY	Steroid hormone biosynthesis		KEGG PATHWAY 2026-09-17	mapped
map00190	PATHWAY	Oxidative phosphorylation		KEGG PATHWAY 2026-09-17	mapped
map00230	PATHWAY	Purine metabolism		KEGG PATHWAY 2026-09-17	mapped
map00250	PATHWAY	Alanine, aspartate and glutamate metabolism		KEGG PATHWAY 2026-09-17	mapped
map00260	PATHWAY	Glycine, serine and threonine metabolism		KEGG PATHWAY 2026-09-17	mapped
map00280	PATHWAY	Valine, leucine and isoleucine degradation		KEGG PATHWAY 2026-09-17	mapped
map00330	PATHWAY	Arginine and proline metabolism		KEGG PATHWAY 2026-09-17	mapped
map00350	PATHWAY	Tyrosine metabolism		KEGG PATHWAY 2026-09-17	mapped
map00380	PATHWAY	Tryptophan metabolism		KEGG PATHWAY 2026-09-17	mapped
map00480	PATHWAY	Glutathione metabolism		KEGG PATHWAY 2026-09-17	mapped
map00515	PATHWAY	Mannose type O-glycan biosynthesis		KEGG PATHWAY 2026-09-17	mapped
map00590	PATHWAY	Arachidonic acid metabolism		KEGG PATHWAY 2026-09-17	mapped
map00591	PATHWAY	Linoleic acid metabolism		KEGG PATHWAY 2026-09-17	mapped
map00640	PATHWAY	Propanoate metabolism		KEGG PATHWAY 2026-09-17	mapped
map00680	PATHWAY	Methane metabolism		KEGG PATHWAY 2026-09-17	mapped
map00710	PATHWAY	Carbon fixation by Calvin cycle		KEGG PATHWAY 2026-09-17	mapped
map00720	PATHWAY	Other carbon fixation pathways		KEGG PATHWAY 2026-09-17	mapped
map00790	PATHWAY	Folate biosynthesis		KEGG PATHWAY 2026-09-17	mapped
map00791	PATHWAY	Atrazine degradation		KEGG PATHWAY 2026-09-17	mapped
map00830	PATHWAY	Retinol metabolism		KEGG PATHWAY 2026-09-17	mapped
map00900	PATHWAY	Terpenoid backbone biosynthesis		KEGG PATHWAY 2026-09-17	mapped
map00910	PATHWAY	Nitrogen metabolism		KEGG PATHWAY 2026-09-17	mapped
map00970	PATHWAY	Aminoacyl-tRNA biosynthesis		KEGG PATHWAY 2026-09-17	mapped
map00980	PATHWAY	Metabolism of xenobiotics by cytochrome P450		KEGG PATHWAY 2026-09-17	mapped
map00981	PATHWAY	Insect hormone biosynthesis		KEGG PATHWAY 2026-09-17	mapped
map00982	PATHWAY	Drug metabolism - cytochrome P450		KEGG PATHWAY 2026-09-17	mapped
map00983	PATHWAY	Drug metabolism - other enzymes		KEGG PATHWAY 2026-09-17	mapped
map01100	PATHWAY	Metabolic pathways		KEGG PATHWAY 2026-09-17	mapped
map01110	PATHWAY	Biosynthesis of secondary metabolites		KEGG PATHWAY 2026-09-17	mapped
map01120	PATHWAY	Microbial metabolism in diverse environments		KEGG PATHWAY 2026-09-17	mapped
map01130	PATHWAY			KEGG PATHWAY 2026-09-17	unmapped
map01200	PATHWAY	Carbon metabolism		KEGG PATHWAY 2026-09-17	mapped
map01230	PATHWAY	Biosynthesis of amino acids		KEGG PATHWAY 2026-09-17	mapped
map01521	PATHWAY	EGFR tyrosine kinase inhibitor resistance		KEGG PATHWAY 2026-09-17	mapped
map01522	PATHWAY	Endocrine resistance		KEGG PATHWAY 2026-09-17	mapped
map01523	PATHWAY	Antifolate resistance		KEGG PATHWAY 2026-09-17	mapped
map01524	PATHWAY	Platinum drug resistance		KEGG PATHWAY 2026-09-17	mapped
map02010	PATHWAY	ABC transporters		KEGG PATHWAY 2026-09-17	mapped
map03010	PATHWAY	Ribosome		KEGG PATHWAY 2026-09-17	mapped
map03013	PATHWAY	Nucleocytoplasmic transport		KEGG PATHWAY 2026-09-17	mapped
map03015	PATHWAY	mRNA surveillance pathway		KEGG PATHWAY 2026-09-17	mapped
map03018	PATHWAY	RNA degradation		KEGG PATHWAY 2026-09-17	mapped
map03030	PATHWAY	DNA replication		KEGG PATHWAY 2026-09-17	mapped
map03040	PATHWAY	Spliceosome		KEGG PATHWAY 2026-09-17	mapped
map03050	PATHWAY	Proteasome		KEGG PATHWAY 2026-09-17	mapped
map03410	PATHWAY	Base excision repair		KEGG PATHWAY 2026-09-17	mapped
map03420	PATHWAY	Nucleotide excision repair		KEGG PATHWAY 2026-09-17	mapped
map03460	PATHWAY	Fanconi anemia pathway		KEGG PATHWAY 2026-09-17	mapped
map04010	PATHWAY	MAPK signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04013	PATHWAY	MAPK signaling pathway - fly		KEGG PATHWAY 2026-09-17	mapped
map04014	PATHWAY	Ras signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04015	PATHWAY	Rap1 signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04022	PATHWAY	cGMP-PKG signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04071	PATHWAY	Sphingolipid signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04080	PATHWAY	Neuroactive ligand-receptor interaction		KEGG PATHWAY 2026-09-17	mapped
map04110	PATHWAY	Cell cycle		KEGG PATHWAY 2026-09-17	mapped
map04111	PATHWAY	Cell cycle - yeast		KEGG PATHWAY 2026-09-17	mapped
map04113	PATHWAY	Meiosis - yeast		KEGG PATHWAY 2026-09-17	mapped
map04114	PATHWAY	Oocyte meiosis		KEGG PATHWAY 2026-09-17	mapped
map04136	PATHWAY	Autophagy - other		KEGG PATHWAY 2026-09-17	mapped
map04137	PATHWAY	Mitophagy - animal		KEGG PATHWAY 2026-09-17	mapped
map04138	PATHWAY	Autophagy - yeast		KEGG PATHWAY 2026-09-17	mapped
map04140	PATHWAY	Autophagy - animal		KEGG PATHWAY 2026-09-17	mapped
map04141	PATHWAY	Protein processing in endoplasmic reticulum		KEGG PATHWAY 2026-09-17	mapped
map04142	PATHWAY	Lysosome biogenesis		KEGG PATHWAY 2026-09-17	mapped
map04144	PATHWAY	Endocytosis		KEGG PATHWAY 2026-09-17	mapped
map04146	PATHWAY	Peroxisome		KEGG PATHWAY 2026-09-17	mapped
map04151	PATHWAY	PI3K-Akt signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04213	PATHWAY	Longevity regulating pathway - multiple species		KEGG PATHWAY 2026-09-17	mapped
map04214	PATHWAY	Apoptosis - fly		KEGG PATHWAY 2026-09-17	mapped
map04217	PATHWAY	Necroptosis		KEGG PATHWAY 2026-09-17	mapped
map04260	PATHWAY	Cardiac muscle contraction		KEGG PATHWAY 2026-09-17	mapped
map04270	PATHWAY	Vascular smooth muscle contraction		KEGG PATHWAY 2026-09-17	mapped
map04320	PATHWAY	Dorso-ventral axis formation		KEGG PATHWAY 2026-09-17	mapped
map04370	PATHWAY	VEGF signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04380	PATHWAY	Osteoclast differentiation		KEGG PATHWAY 2026-09-17	mapped
map04391	PATHWAY	Hippo signaling pathway - fly		KEGG PATHWAY 2026-09-17	mapped
map04510	PATHWAY	Focal adhesion		KEGG PATHWAY 2026-09-17	mapped
map04512	PATHWAY	ECM-receptor interaction		KEGG PATHWAY 2026-09-17	mapped
map04514	PATHWAY	Cell adhesion molecule (CAM) interaction		KEGG PATHWAY 2026-09-17	mapped
map04550	PATHWAY	Signaling pathways regulating pluripotency of stem cells		KEGG PATHWAY 2026-09-17	mapped
map04610	PATHWAY	Complement and coagulation cascades		KEGG PATHWAY 2026-09-17	mapped
map04612	PATHWAY	Antigen processing and presentation		KEGG PATHWAY 2026-09-17	mapped
map04624	PATHWAY	Toll and Imd signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04630	PATHWAY	JAK-STAT signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04657	PATHWAY	IL-17 signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04668	PATHWAY	TNF signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04711	PATHWAY	Circadian rhythm - fly		KEGG PATHWAY 2026-09-17	mapped
map04723	PATHWAY	Retrograde endocannabinoid signaling		KEGG PATHWAY 2026-09-17	mapped
map04915	PATHWAY	Estrogen signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04919	PATHWAY	Thyroid hormone signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04921	PATHWAY	Oxytocin signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04923	PATHWAY	Regulation of lipolysis in adipocytes		KEGG PATHWAY 2026-09-17	mapped
map04924	PATHWAY	Renin secretion		KEGG PATHWAY 2026-09-17	mapped
map04925	PATHWAY	Aldosterone synthesis and secretion		KEGG PATHWAY 2026-09-17	mapped
map04926	PATHWAY	Relaxin signaling pathway		KEGG PATHWAY 2026-09-17	mapped
map04930	PATHWAY	Type II diabetes mellitus		KEGG PATHWAY 2026-09-17	mapped
map04931	PATHWAY	Insulin resistance		KEGG PATHWAY 2026-09-17	mapped
map04932	PATHWAY	Non-alcoholic fatty liver disease		KEGG PATHWAY 2026-09-17	mapped
map04974	PATHWAY	Protein digestion and absorption		KEGG PATHWAY 2026-09-17	mapped
map04976	PATHWAY	Bile secretion		KEGG PATHWAY 2026-09-17	mapped
map04977	PATHWAY	Vitamin digestion and absorption		KEGG PATHWAY 2026-09-17	mapped
map04979	PATHWAY	Cholesterol metabolism		KEGG PATHWAY 2026-09-17	mapped
map05010	PATHWAY	Alzheimer disease		KEGG PATHWAY 2026-09-17	mapped
map05012	PATHWAY	Parkinson disease		KEGG PATHWAY 2026-09-17	mapped
map05016	PATHWAY	Huntington disease		KEGG PATHWAY 2026-09-17	mapped
map05020	PATHWAY	Prion disease		KEGG PATHWAY 2026-09-17	mapped
map05030	PATHWAY	Cocaine addiction		KEGG PATHWAY 2026-09-17	mapped
map05110	PATHWAY	Vibrio cholerae infection		KEGG PATHWAY 2026-09-17	mapped
map05150	PATHWAY	Staphylococcus aureus infection		KEGG PATHWAY 2026-09-17	mapped
map05165	PATHWAY	Human papillomavirus infection		KEGG PATHWAY 2026-09-17	mapped
map05166	PATHWAY	Human T-cell leukemia virus 1 infection		KEGG PATHWAY 2026-09-17	mapped
map05168	PATHWAY	Herpes simplex virus 1 infection		KEGG PATHWAY 2026-09-17	mapped
map05169	PATHWAY	Epstein-Barr virus infection		KEGG PATHWAY 2026-09-17	mapped
map05200	PATHWAY	Pathways in cancer		KEGG PATHWAY 2026-09-17	mapped
map05204	PATHWAY	Chemical carcinogenesis - DNA adducts		KEGG PATHWAY 2026-09-17	mapped
map05206	PATHWAY	MicroRNAs in cancer		KEGG PATHWAY 2026-09-17	mapped
map05210	PATHWAY	Colorectal cancer		KEGG PATHWAY 2026-09-17	mapped
map05213	PATHWAY	Endometrial cancer		KEGG PATHWAY 2026-09-17	mapped
map05215	PATHWAY	Prostate cancer		KEGG PATHWAY 2026-09-17	mapped
map05218	PATHWAY	Melanoma		KEGG PATHWAY 2026-09-17	mapped
map05222	PATHWAY	Small cell lung cancer		KEGG PATHWAY 2026-09-17	mapped
map05224	PATHWAY	Breast cancer		KEGG PATHWAY 2026-09-17	mapped
map05226	PATHWAY	Gastric cancer		KEGG PATHWAY 2026-09-17	mapped
map05321	PATHWAY	Inflammatory bowel disease		KEGG PATHWAY 2026-09-17	mapped
map05323	PATHWAY	Rheumatoid arthritis		KEGG PATHWAY 2026-09-17	mapped
map05410	PATHWAY	Hypertrophic cardiomyopathy		KEGG PATHWAY 2026-09-17	mapped
map05418	PATHWAY	Fluid shear stress and atherosclerosis		KEGG PATHWAY 2026-09-17	mapped
